0,Sertoli
1,early_supporting
2,early_supporting
3,sPAX8
4,Sertoli
5,CoelEpi_Lhx9
6,early_supporting
7,sPAX8
8,CoelEpi_Lhx9
9,CoelEpi_Lhx9
10,early_supporting
11,Sertoli
12,Sertoli
13,Gi
14,sPAX8
15,CoelEpi_Lhx9
16,early_supporting
17,sPAX8
18,early_supporting
19,Sertoli
20,sPAX8
21,Sertoli
22,Sertoli
23,early_supporting
24,CoelEpi_Lhx9
25,early_supporting
26,sPAX8
27,Gi
28,Gi
29,CoelEpi_Lhx9
30,sPAX8
31,early_supporting
32,early_supporting
33,Gi
34,Sertoli
35,CoelEpi_Lhx9
36,early_supporting
37,CoelEpi_Lhx9
38,Gi
39,early_supporting
40,Sertoli
41,Sertoli
42,CoelEpi_Lhx9
43,early_supporting
44,early_supporting
45,Gi
46,early_supporting
47,early_supporting
48,early_supporting
49,sPAX8
50,Sertoli
51,early_supporting
52,Sertoli
53,Sertoli
54,early_supporting
55,early_supporting
56,Gi
57,Gi
58,early_supporting
59,Gi
60,sPAX8
61,early_supporting
62,early_supporting
63,Sertoli
64,Gi
65,Gi
66,Gi
67,early_supporting
68,early_supporting
69,CoelEpi_Lhx9
70,CoelEpi_Lhx9
71,early_supporting
72,Gi
73,Gi
74,Gi
75,Gi
76,sPAX8
77,Sertoli
78,Sertoli
79,early_supporting
80,early_supporting
81,Sertoli
82,early_supporting
83,Gi
84,CoelEpi_Lhx9
85,Sertoli
86,early_supporting
87,Sertoli
88,early_supporting
89,early_supporting
90,Sertoli
91,CoelEpi_Lhx9
92,Gi
93,CoelEpi_Lhx9
94,Gi
95,Gi
96,early_supporting
97,Gi
98,Gi
99,CoelEpi_Lhx9
100,Gi
101,sPAX8
102,Sertoli
103,sPAX8
104,CoelEpi_Lhx9
105,early_supporting
106,early_supporting
107,Sertoli
108,early_supporting
109,CoelEpi_Lhx9
110,Gi
111,early_supporting
112,Gi
113,CoelEpi_Lhx9
114,early_supporting
115,Sertoli
116,Gi
117,early_supporting
118,early_supporting
119,early_supporting
120,Gi
121,Sertoli
122,early_supporting
123,Gi
124,Sertoli
125,CoelEpi_Lhx9
126,Sertoli
127,Gi
128,Gi
129,Sertoli
130,Sertoli
131,CoelEpi_Lhx9
132,CoelEpi_Lhx9
133,Sertoli
134,early_supporting
135,CoelEpi_Lhx9
136,Gi
137,Sertoli
138,Sertoli
139,early_supporting
140,early_supporting
141,Sertoli
142,Sertoli
143,early_supporting
144,Sertoli
145,Sertoli
146,early_supporting
147,early_supporting
148,Sertoli
149,Sertoli
150,Gi
151,early_supporting
152,early_supporting
153,early_supporting
154,Sertoli
155,CoelEpi_Lhx9
156,early_supporting
157,early_supporting
158,CoelEpi_Lhx9
159,early_supporting
160,sPAX8
161,CoelEpi_Lhx9
162,early_supporting
163,Sertoli
164,Gi
165,early_supporting
166,early_supporting
167,early_supporting
168,early_supporting
169,CoelEpi_Lhx9
170,CoelEpi_Lhx9
171,Sertoli
172,Sertoli
173,CoelEpi_Lhx9
174,early_supporting
175,early_supporting
176,Sertoli
177,early_supporting
178,early_supporting
179,Sertoli
180,Sertoli
181,CoelEpi_Lhx9
182,Sertoli
183,Sertoli
184,early_supporting
185,Sertoli
186,Sertoli
187,Sertoli
188,early_supporting
189,early_supporting
190,Sertoli
191,early_supporting
192,Sertoli
193,early_supporting
194,CoelEpi_Lhx9
195,early_supporting
196,Gi
197,sPAX8
198,early_supporting
199,sPAX8
200,CoelEpi_Lhx9
201,Sertoli
202,Sertoli
203,early_supporting
204,early_supporting
205,early_supporting
206,early_supporting
207,CoelEpi_Lhx9
208,CoelEpi_Lhx9
209,Gi
210,Gi
211,Gi
212,Sertoli
213,early_supporting
214,Sertoli
215,early_supporting
216,CoelEpi_Lhx9
217,CoelEpi_Lhx9
218,Gi
219,sPAX8
220,Sertoli
221,early_supporting
222,early_supporting
223,Gi
224,Sertoli
225,early_supporting
226,Gi
227,early_supporting
228,sPAX8
229,CoelEpi_Lhx9
230,early_supporting
231,sPAX8
232,Sertoli
233,early_supporting
234,early_supporting
235,Gi
236,Sertoli
237,Gi
238,early_supporting
239,Gi
240,early_supporting
241,early_supporting
242,Sertoli
243,Sertoli
244,Sertoli
245,Gi
246,early_supporting
247,Gi
248,Gi
249,early_supporting
250,Sertoli
251,early_supporting
252,Sertoli
253,early_supporting
254,early_supporting
255,Gi
256,early_supporting
257,early_supporting
258,Sertoli
259,early_supporting
260,early_supporting
261,sPAX8
262,Gi
263,sPAX8
264,early_supporting
265,Sertoli
266,Sertoli
267,sPAX8
