V1,V2
-7.4619677090994,-16.8860736000867
-43.6105847463896,0.586982418863595
2.04630723907431,-30.1489714266135
-45.5909964186342,5.21520864592867
-19.5912120133774,6.96572351907897
-33.2758023370154,-11.5483920195844
25.4292348578037,-39.6652560082667
1.26979200584147,-27.4228762085134
-46.8560993144724,-0.648031370304328
-33.7118786118572,2.71838390822657
-28.858873003458,6.48245577445066
-41.9186139403729,3.04191844192154
-31.6334992464853,-8.91676525707944
-20.7681240870435,-3.57474460979933
-31.5222289967882,-7.48677805079155
-33.7513496859678,2.26890930025266
-45.210386487627,-5.6278641868807
-35.6323578601703,-8.83138652756445
-30.4043640373406,-8.79606571836074
-44.4987244086203,8.33895300574543
-40.416118646669,-5.02056791717988
-38.4945107408305,1.06637227376018
-19.6459748972079,-2.11226034914142
-50.9479574284354,5.32329488439245
-32.5240358486817,-3.29103423310128
-47.3970001174481,7.10700285416598
-28.6592592337551,-6.94596716589827
-37.6408947852012,-6.62011672598997
-24.7226699155955,-5.55388867020944
-30.5812794261423,-5.63666630316742
-36.135419384411,1.40022995310995
-27.6678621034294,-12.3513974757594
-19.8964728578585,-6.54500026577185
-34.8189892278691,1.96736817207114
-36.7892131737227,-8.35725689807
-28.2470853786063,-3.7232163792264
-42.8100946097967,3.53508187368774
30.5381322840322,-47.323611111726
-41.6612665139963,-0.760964663953953
-34.1128983401404,-3.1271224439795
-37.0952387864187,2.25370177627183
-32.6871948599432,-0.81664632251928
-36.7736796446488,-3.18444842694798
0.762134691024192,-20.581282274239
-37.7157840088194,9.6997581233579
-33.8176748303011,-14.5453733092243
-25.8988514971371,-0.0446399126137648
-22.7765160310872,-8.07221781728759
-32.9135941204712,-16.5033125646468
-33.8119430182287,17.9491573874867
-27.9919063460334,-0.417121475363335
-33.2878378871723,-6.75384740791101
-19.7743294186166,-4.48751010374392
-42.5063885920853,4.26329103533473
-38.4309947871834,-2.6248661738373
-37.0671068463836,-0.354098229988858
-44.5404904652296,5.88513070564521
-34.9683799396467,-2.98662009129081
-27.3065783450419,-7.40697508847524
-35.2448881472519,-2.53091875946676
-48.0911983884409,8.82683186216653
-37.8445460398013,6.58104347947095
-48.6926197225142,-0.50551635718373
-20.4501262928441,-14.3877035708403
-40.1089941393234,0.490052651385929
-44.2104110041686,1.2975737883081
-26.1393480205684,-11.4455077060534
-37.7696369996801,6.21418621456622
-45.1870908521655,2.90427073380495
-34.5859549183265,-1.10458030503401
-30.6367994581224,2.37426541334855
-48.2787969133215,1.8202009732938
-44.7175719508778,-2.41666815690654
-32.6341812652974,-5.72846055825333
-43.5747489900671,-10.343311133987
26.5852270103825,-33.6345856034448
-22.7540337433377,-6.8863518097638
-25.7841130024246,-22.7485678736991
-47.6140730913584,0.395320080359219
-14.7153773371191,-6.66568563458838
-8.1631049198694,-8.34480428119887
-28.4261807196655,-10.6912907026049
-43.8807726970839,-7.76145462810514
-61.2895765016074,6.99492600150978
-22.814187536687,-6.03544216960574
-10.0414105442775,-10.9909868373866
40.5637438557584,-58.5642010245537
-25.0839281081213,-2.53566570231626
-48.3781124292132,-4.12191180469217
-43.8611301627384,-7.19423598835656
-35.5873649269576,-0.75457492962448
